timestamp,slot_id,pv_available_kw
2025-07-14 00:00:00,1,0.0
2025-07-14 00:15:00,2,0.0
2025-07-14 00:30:00,3,0.0
2025-07-14 00:45:00,4,0.0
2025-07-14 01:00:00,5,0.0
2025-07-14 01:15:00,6,0.0
2025-07-14 01:30:00,7,0.0
2025-07-14 01:45:00,8,0.0
2025-07-14 02:00:00,9,0.0
2025-07-14 02:15:00,10,0.0
2025-07-14 02:30:00,11,0.0
2025-07-14 02:45:00,12,0.0
2025-07-14 03:00:00,13,0.0
2025-07-14 03:15:00,14,0.0
2025-07-14 03:30:00,15,0.0
2025-07-14 03:45:00,16,0.0
2025-07-14 04:00:00,17,0.0
2025-07-14 04:15:00,18,0.0
2025-07-14 04:30:00,19,0.0
2025-07-14 04:45:00,20,0.0
2025-07-14 05:00:00,21,0.0
2025-07-14 05:15:00,22,0.0
2025-07-14 05:30:00,23,0.0
2025-07-14 05:45:00,24,10.7
2025-07-14 06:00:00,25,27.1
2025-07-14 06:15:00,26,46.7
2025-07-14 06:30:00,27,68.4
2025-07-14 06:45:00,28,91.9
2025-07-14 07:00:00,29,116.5
2025-07-14 07:15:00,30,142.0
2025-07-14 07:30:00,31,168.1
2025-07-14 07:45:00,32,194.5
2025-07-14 08:00:00,33,221.0
2025-07-14 08:15:00,34,247.2
2025-07-14 08:30:00,35,273.1
2025-07-14 08:45:00,36,298.3
2025-07-14 09:00:00,37,322.7
2025-07-14 09:15:00,38,346.0
2025-07-14 09:30:00,39,368.2
2025-07-14 09:45:00,40,389.0
2025-07-14 10:00:00,41,408.4
2025-07-14 10:15:00,42,426.0
2025-07-14 10:30:00,43,441.9
2025-07-14 10:45:00,44,455.9
2025-07-14 11:00:00,45,468.0
2025-07-14 11:15:00,46,477.9
2025-07-14 11:30:00,47,485.7
2025-07-14 11:45:00,48,491.4
2025-07-14 12:00:00,49,494.7
2025-07-14 12:15:00,50,495.9
2025-07-14 12:30:00,51,494.7
2025-07-14 12:45:00,52,491.4
2025-07-14 13:00:00,53,485.7
2025-07-14 13:15:00,54,477.9
2025-07-14 13:30:00,55,468.0
2025-07-14 13:45:00,56,455.9
2025-07-14 14:00:00,57,441.9
2025-07-14 14:15:00,58,426.0
2025-07-14 14:30:00,59,408.4
2025-07-14 14:45:00,60,389.0
2025-07-14 15:00:00,61,368.2
2025-07-14 15:15:00,62,346.0
2025-07-14 15:30:00,63,322.7
2025-07-14 15:45:00,64,298.3
2025-07-14 16:00:00,65,273.1
2025-07-14 16:15:00,66,247.2
2025-07-14 16:30:00,67,221.0
2025-07-14 16:45:00,68,194.5
2025-07-14 17:00:00,69,168.1
2025-07-14 17:15:00,70,142.0
2025-07-14 17:30:00,71,116.5
2025-07-14 17:45:00,72,91.9
2025-07-14 18:00:00,73,68.4
2025-07-14 18:15:00,74,46.7
2025-07-14 18:30:00,75,27.1
2025-07-14 18:45:00,76,10.7
2025-07-14 19:00:00,77,0.0
2025-07-14 19:15:00,78,0.0
2025-07-14 19:30:00,79,0.0
2025-07-14 19:45:00,80,0.0
2025-07-14 20:00:00,81,0.0
2025-07-14 20:15:00,82,0.0
2025-07-14 20:30:00,83,0.0
2025-07-14 20:45:00,84,0.0
2025-07-14 21:00:00,85,0.0
2025-07-14 21:15:00,86,0.0
2025-07-14 21:30:00,87,0.0
2025-07-14 21:45:00,88,0.0
2025-07-14 22:00:00,89,0.0
2025-07-14 22:15:00,90,0.0
2025-07-14 22:30:00,91,0.0
2025-07-14 22:45:00,92,0.0
2025-07-14 23:00:00,93,0.0
2025-07-14 23:15:00,94,0.0
2025-07-14 23:30:00,95,0.0
2025-07-14 23:45:00,96,0.0
2025-07-15 00:00:00,97,0.0
2025-07-15 00:15:00,98,0.0
2025-07-15 00:30:00,99,0.0
2025-07-15 00:45:00,100,0.0
2025-07-15 01:00:00,101,0.0
2025-07-15 01:15:00,102,0.0
2025-07-15 01:30:00,103,0.0
2025-07-15 01:45:00,104,0.0
2025-07-15 02:00:00,105,0.0
2025-07-15 02:15:00,106,0.0
2025-07-15 02:30:00,107,0.0
2025-07-15 02:45:00,108,0.0
2025-07-15 03:00:00,109,0.0
2025-07-15 03:15:00,110,0.0
2025-07-15 03:30:00,111,0.0
2025-07-15 03:45:00,112,0.0
2025-07-15 04:00:00,113,0.0
2025-07-15 04:15:00,114,0.0
2025-07-15 04:30:00,115,0.0
2025-07-15 04:45:00,116,0.0
2025-07-15 05:00:00,117,0.0
2025-07-15 05:15:00,118,0.0
2025-07-15 05:30:00,119,0.0
2025-07-15 05:45:00,120,10.2
2025-07-15 06:00:00,121,25.9
2025-07-15 06:15:00,122,44.6
2025-07-15 06:30:00,123,65.5
2025-07-15 06:45:00,124,87.9
2025-07-15 07:00:00,125,111.4
2025-07-15 07:15:00,126,135.9
2025-07-15 07:30:00,127,160.8
2025-07-15 07:45:00,128,186.1
2025-07-15 08:00:00,129,211.4
2025-07-15 08:15:00,130,236.5
2025-07-15 08:30:00,131,261.2
2025-07-15 08:45:00,132,285.3
2025-07-15 09:00:00,133,308.6
2025-07-15 09:15:00,134,331.0
2025-07-15 09:30:00,135,352.2
2025-07-15 09:45:00,136,372.1
2025-07-15 10:00:00,137,390.6
2025-07-15 10:15:00,138,407.5
2025-07-15 10:30:00,139,422.7
2025-07-15 10:45:00,140,436.1
2025-07-15 11:00:00,141,447.6
2025-07-15 11:15:00,142,457.1
2025-07-15 11:30:00,143,464.6
2025-07-15 11:45:00,144,470.0
2025-07-15 12:00:00,145,473.2
2025-07-15 12:15:00,146,474.3
2025-07-15 12:30:00,147,473.2
2025-07-15 12:45:00,148,470.0
2025-07-15 13:00:00,149,464.6
2025-07-15 13:15:00,150,457.1
2025-07-15 13:30:00,151,447.6
2025-07-15 13:45:00,152,436.1
2025-07-15 14:00:00,153,422.7
2025-07-15 14:15:00,154,407.5
2025-07-15 14:30:00,155,390.6
2025-07-15 14:45:00,156,372.1
2025-07-15 15:00:00,157,352.2
2025-07-15 15:15:00,158,331.0
2025-07-15 15:30:00,159,308.6
2025-07-15 15:45:00,160,285.3
2025-07-15 16:00:00,161,261.2
2025-07-15 16:15:00,162,236.5
2025-07-15 16:30:00,163,211.4
2025-07-15 16:45:00,164,186.1
2025-07-15 17:00:00,165,160.8
2025-07-15 17:15:00,166,135.9
2025-07-15 17:30:00,167,111.4
2025-07-15 17:45:00,168,87.9
2025-07-15 18:00:00,169,65.5
2025-07-15 18:15:00,170,44.6
2025-07-15 18:30:00,171,25.9
2025-07-15 18:45:00,172,10.2
2025-07-15 19:00:00,173,0.0
2025-07-15 19:15:00,174,0.0
2025-07-15 19:30:00,175,0.0
2025-07-15 19:45:00,176,0.0
2025-07-15 20:00:00,177,0.0
2025-07-15 20:15:00,178,0.0
2025-07-15 20:30:00,179,0.0
2025-07-15 20:45:00,180,0.0
2025-07-15 21:00:00,181,0.0
2025-07-15 21:15:00,182,0.0
2025-07-15 21:30:00,183,0.0
2025-07-15 21:45:00,184,0.0
2025-07-15 22:00:00,185,0.0
2025-07-15 22:15:00,186,0.0
2025-07-15 22:30:00,187,0.0
2025-07-15 22:45:00,188,0.0
2025-07-15 23:00:00,189,0.0
2025-07-15 23:15:00,190,0.0
2025-07-15 23:30:00,191,0.0
2025-07-15 23:45:00,192,0.0
2025-07-16 00:00:00,193,0.0
2025-07-16 00:15:00,194,0.0
2025-07-16 00:30:00,195,0.0
2025-07-16 00:45:00,196,0.0
2025-07-16 01:00:00,197,0.0
2025-07-16 01:15:00,198,0.0
2025-07-16 01:30:00,199,0.0
2025-07-16 01:45:00,200,0.0
2025-07-16 02:00:00,201,0.0
2025-07-16 02:15:00,202,0.0
2025-07-16 02:30:00,203,0.0
2025-07-16 02:45:00,204,0.0
2025-07-16 03:00:00,205,0.0
2025-07-16 03:15:00,206,0.0
2025-07-16 03:30:00,207,0.0
2025-07-16 03:45:00,208,0.0
2025-07-16 04:00:00,209,0.0
2025-07-16 04:15:00,210,0.0
2025-07-16 04:30:00,211,0.0
2025-07-16 04:45:00,212,0.0
2025-07-16 05:00:00,213,0.0
2025-07-16 05:15:00,214,0.0
2025-07-16 05:30:00,215,0.0
2025-07-16 05:45:00,216,6.4
2025-07-16 06:00:00,217,16.2
2025-07-16 06:15:00,218,27.9
2025-07-16 06:30:00,219,40.9
2025-07-16 06:45:00,220,54.9
2025-07-16 07:00:00,221,69.7
2025-07-16 07:15:00,222,84.9
2025-07-16 07:30:00,223,100.5
2025-07-16 07:45:00,224,116.3
2025-07-16 08:00:00,225,132.1
2025-07-16 08:15:00,226,147.8
2025-07-16 08:30:00,227,163.2
2025-07-16 08:45:00,228,178.3
2025-07-16 09:00:00,229,192.9
2025-07-16 09:15:00,230,206.9
2025-07-16 09:30:00,231,220.1
2025-07-16 09:45:00,232,232.6
2025-07-16 10:00:00,233,244.1
2025-07-16 10:15:00,234,254.7
2025-07-16 10:30:00,235,264.2
2025-07-16 10:45:00,236,272.6
2025-07-16 11:00:00,237,153.9
2025-07-16 11:15:00,238,157.1
2025-07-16 11:30:00,239,159.7
2025-07-16 11:45:00,240,161.6
2025-07-16 12:00:00,241,162.7
2025-07-16 12:15:00,242,163.0
2025-07-16 12:30:00,243,162.7
2025-07-16 12:45:00,244,161.6
2025-07-16 13:00:00,245,159.7
2025-07-16 13:15:00,246,157.1
2025-07-16 13:30:00,247,153.9
2025-07-16 13:45:00,248,149.9
2025-07-16 14:00:00,249,145.3
2025-07-16 14:15:00,250,254.7
2025-07-16 14:30:00,251,244.1
2025-07-16 14:45:00,252,232.6
2025-07-16 15:00:00,253,220.1
2025-07-16 15:15:00,254,206.9
2025-07-16 15:30:00,255,192.9
2025-07-16 15:45:00,256,178.3
2025-07-16 16:00:00,257,163.2
2025-07-16 16:15:00,258,147.8
2025-07-16 16:30:00,259,132.1
2025-07-16 16:45:00,260,116.3
2025-07-16 17:00:00,261,100.5
2025-07-16 17:15:00,262,84.9
2025-07-16 17:30:00,263,69.7
2025-07-16 17:45:00,264,54.9
2025-07-16 18:00:00,265,40.9
2025-07-16 18:15:00,266,27.9
2025-07-16 18:30:00,267,16.2
2025-07-16 18:45:00,268,6.4
2025-07-16 19:00:00,269,0.0
2025-07-16 19:15:00,270,0.0
2025-07-16 19:30:00,271,0.0
2025-07-16 19:45:00,272,0.0
2025-07-16 20:00:00,273,0.0
2025-07-16 20:15:00,274,0.0
2025-07-16 20:30:00,275,0.0
2025-07-16 20:45:00,276,0.0
2025-07-16 21:00:00,277,0.0
2025-07-16 21:15:00,278,0.0
2025-07-16 21:30:00,279,0.0
2025-07-16 21:45:00,280,0.0
2025-07-16 22:00:00,281,0.0
2025-07-16 22:15:00,282,0.0
2025-07-16 22:30:00,283,0.0
2025-07-16 22:45:00,284,0.0
2025-07-16 23:00:00,285,0.0
2025-07-16 23:15:00,286,0.0
2025-07-16 23:30:00,287,0.0
2025-07-16 23:45:00,288,0.0
2025-07-17 00:00:00,289,0.0
2025-07-17 00:15:00,290,0.0
2025-07-17 00:30:00,291,0.0
2025-07-17 00:45:00,292,0.0
2025-07-17 01:00:00,293,0.0
2025-07-17 01:15:00,294,0.0
2025-07-17 01:30:00,295,0.0
2025-07-17 01:45:00,296,0.0
2025-07-17 02:00:00,297,0.0
2025-07-17 02:15:00,298,0.0
2025-07-17 02:30:00,299,0.0
2025-07-17 02:45:00,300,0.0
2025-07-17 03:00:00,301,0.0
2025-07-17 03:15:00,302,0.0
2025-07-17 03:30:00,303,0.0
2025-07-17 03:45:00,304,0.0
2025-07-17 04:00:00,305,0.0
2025-07-17 04:15:00,306,0.0
2025-07-17 04:30:00,307,0.0
2025-07-17 04:45:00,308,0.0
2025-07-17 05:00:00,309,0.0
2025-07-17 05:15:00,310,0.0
2025-07-17 05:30:00,311,0.0
2025-07-17 05:45:00,312,9.5
2025-07-17 06:00:00,313,24.1
2025-07-17 06:15:00,314,41.6
2025-07-17 06:30:00,315,61.0
2025-07-17 06:45:00,316,81.9
2025-07-17 07:00:00,317,103.8
2025-07-17 07:15:00,318,126.6
2025-07-17 07:30:00,319,149.9
2025-07-17 07:45:00,320,173.4
2025-07-17 08:00:00,321,197.0
2025-07-17 08:15:00,322,220.4
2025-07-17 08:30:00,323,243.4
2025-07-17 08:45:00,324,265.9
2025-07-17 09:00:00,325,287.6
2025-07-17 09:15:00,326,308.4
2025-07-17 09:30:00,327,328.2
2025-07-17 09:45:00,328,346.8
2025-07-17 10:00:00,329,364.0
2025-07-17 10:15:00,330,379.7
2025-07-17 10:30:00,331,393.9
2025-07-17 10:45:00,332,406.4
2025-07-17 11:00:00,333,417.1
2025-07-17 11:15:00,334,426.0
2025-07-17 11:30:00,335,432.9
2025-07-17 11:45:00,336,438.0
2025-07-17 12:00:00,337,441.0
2025-07-17 12:15:00,338,442.0
2025-07-17 12:30:00,339,441.0
2025-07-17 12:45:00,340,438.0
2025-07-17 13:00:00,341,432.9
2025-07-17 13:15:00,342,426.0
2025-07-17 13:30:00,343,417.1
2025-07-17 13:45:00,344,406.4
2025-07-17 14:00:00,345,275.7
2025-07-17 14:15:00,346,265.8
2025-07-17 14:30:00,347,254.8
2025-07-17 14:45:00,348,242.7
2025-07-17 15:00:00,349,229.7
2025-07-17 15:15:00,350,308.4
2025-07-17 15:30:00,351,287.6
2025-07-17 15:45:00,352,265.9
2025-07-17 16:00:00,353,243.4
2025-07-17 16:15:00,354,220.4
2025-07-17 16:30:00,355,197.0
2025-07-17 16:45:00,356,173.4
2025-07-17 17:00:00,357,149.9
2025-07-17 17:15:00,358,126.6
2025-07-17 17:30:00,359,103.8
2025-07-17 17:45:00,360,81.9
2025-07-17 18:00:00,361,61.0
2025-07-17 18:15:00,362,41.6
2025-07-17 18:30:00,363,24.1
2025-07-17 18:45:00,364,9.5
2025-07-17 19:00:00,365,0.0
2025-07-17 19:15:00,366,0.0
2025-07-17 19:30:00,367,0.0
2025-07-17 19:45:00,368,0.0
2025-07-17 20:00:00,369,0.0
2025-07-17 20:15:00,370,0.0
2025-07-17 20:30:00,371,0.0
2025-07-17 20:45:00,372,0.0
2025-07-17 21:00:00,373,0.0
2025-07-17 21:15:00,374,0.0
2025-07-17 21:30:00,375,0.0
2025-07-17 21:45:00,376,0.0
2025-07-17 22:00:00,377,0.0
2025-07-17 22:15:00,378,0.0
2025-07-17 22:30:00,379,0.0
2025-07-17 22:45:00,380,0.0
2025-07-17 23:00:00,381,0.0
2025-07-17 23:15:00,382,0.0
2025-07-17 23:30:00,383,0.0
2025-07-17 23:45:00,384,0.0
2025-07-18 00:00:00,385,0.0
2025-07-18 00:15:00,386,0.0
2025-07-18 00:30:00,387,0.0
2025-07-18 00:45:00,388,0.0
2025-07-18 01:00:00,389,0.0
