model_name,slot_id,timestamp,is_price_peak_slot,native_load_kw,flex_support_kw
problem1_coordinated,1,2025-07-14 00:00:00,0,382.7,0.0
problem1_coordinated,2,2025-07-14 00:15:00,0,384.3,0.0
problem1_coordinated,3,2025-07-14 00:30:00,0,373.5,0.0
problem1_coordinated,4,2025-07-14 00:45:00,0,357.0,0.0
problem1_coordinated,5,2025-07-14 01:00:00,0,367.5,0.0
problem1_coordinated,6,2025-07-14 01:15:00,0,370.2,0.0
problem1_coordinated,7,2025-07-14 01:30:00,0,370.8,0.0
problem1_coordinated,8,2025-07-14 01:45:00,0,376.4,0.0
problem1_coordinated,9,2025-07-14 02:00:00,0,371.2,0.0
problem1_coordinated,10,2025-07-14 02:15:00,0,361.1,0.0
problem1_coordinated,11,2025-07-14 02:30:00,0,374.2,0.0
problem1_coordinated,12,2025-07-14 02:45:00,0,373.0,0.0
problem1_coordinated,13,2025-07-14 03:00:00,0,368.4,0.0
problem1_coordinated,14,2025-07-14 03:15:00,0,385.4,0.0
problem1_coordinated,15,2025-07-14 03:30:00,0,378.3,0.0
problem1_coordinated,16,2025-07-14 03:45:00,0,365.1,0.0
problem1_coordinated,17,2025-07-14 04:00:00,0,383.1,0.0
problem1_coordinated,18,2025-07-14 04:15:00,0,378.8,0.0
problem1_coordinated,19,2025-07-14 04:30:00,0,370.6,0.0
problem1_coordinated,20,2025-07-14 04:45:00,0,368.3,0.0
problem1_coordinated,21,2025-07-14 05:00:00,0,382.3,0.0
problem1_coordinated,22,2025-07-14 05:15:00,0,378.6,0.0
problem1_coordinated,23,2025-07-14 05:30:00,0,380.4,0.0
problem1_coordinated,24,2025-07-14 05:45:00,0,367.3,0.0
problem1_coordinated,25,2025-07-14 06:00:00,0,405.6,0.0
problem1_coordinated,26,2025-07-14 06:15:00,0,408.4,0.0
problem1_coordinated,27,2025-07-14 06:30:00,0,436.6,0.0
problem1_coordinated,28,2025-07-14 06:45:00,0,425.8,0.0
problem1_coordinated,29,2025-07-14 07:00:00,0,470.8,77.14
problem1_coordinated,30,2025-07-14 07:15:00,0,484.0,79.328
problem1_coordinated,31,2025-07-14 07:30:00,0,502.9,82.796
problem1_coordinated,32,2025-07-14 07:45:00,0,525.5,89.736
problem1_coordinated,33,2025-07-14 08:00:00,0,542.5,94.126
problem1_coordinated,34,2025-07-14 08:15:00,0,568.6,99.98
problem1_coordinated,35,2025-07-14 08:30:00,0,585.4,101.866
problem1_coordinated,36,2025-07-14 08:45:00,0,606.3,108.436
problem1_coordinated,37,2025-07-14 09:00:00,0,619.4,110.908
problem1_coordinated,38,2025-07-14 09:15:00,0,642.0,115.164
problem1_coordinated,39,2025-07-14 09:30:00,0,645.7,115.718
problem1_coordinated,40,2025-07-14 09:45:00,0,662.9,120.51
problem1_coordinated,41,2025-07-14 10:00:00,0,671.9,120.668
problem1_coordinated,42,2025-07-14 10:15:00,0,693.3,125.914
problem1_coordinated,43,2025-07-14 10:30:00,0,676.8,122.764
problem1_coordinated,44,2025-07-14 10:45:00,0,700.9,127.4
problem1_coordinated,45,2025-07-14 11:00:00,0,716.4,131.21800000000002
problem1_coordinated,46,2025-07-14 11:15:00,0,705.5,128.644
problem1_coordinated,47,2025-07-14 11:30:00,0,721.4,107.548
problem1_coordinated,48,2025-07-14 11:45:00,0,714.6,129.81
problem1_coordinated,49,2025-07-14 12:00:00,0,684.6,119.866
problem1_coordinated,50,2025-07-14 12:15:00,0,679.3,118.4
problem1_coordinated,51,2025-07-14 12:30:00,0,694.6,121.32
problem1_coordinated,52,2025-07-14 12:45:00,0,675.6,117.48
problem1_coordinated,53,2025-07-14 13:00:00,0,700.6,122.828
problem1_coordinated,54,2025-07-14 13:15:00,0,680.7,118.836
problem1_coordinated,55,2025-07-14 13:30:00,0,664.9,113.852
problem1_coordinated,56,2025-07-14 13:45:00,0,674.8,78.81
problem1_coordinated,57,2025-07-14 14:00:00,0,715.3,80.904
problem1_coordinated,58,2025-07-14 14:15:00,0,718.7,81.03
problem1_coordinated,59,2025-07-14 14:30:00,0,737.1,82.224
problem1_coordinated,60,2025-07-14 14:45:00,0,725.0,81.77600000000001
problem1_coordinated,61,2025-07-14 15:00:00,1,738.3,133.31799999999998
problem1_coordinated,62,2025-07-14 15:15:00,1,730.4,133.1
problem1_coordinated,63,2025-07-14 15:30:00,1,747.4,135.72
problem1_coordinated,64,2025-07-14 15:45:00,1,748.0,137.014
problem1_coordinated,65,2025-07-14 16:00:00,1,753.3,136.546
problem1_coordinated,66,2025-07-14 16:15:00,1,725.5,134.192
problem1_coordinated,67,2025-07-14 16:30:00,1,746.7,135.282
problem1_coordinated,68,2025-07-14 16:45:00,1,750.6,136.346
problem1_coordinated,69,2025-07-14 17:00:00,1,723.8,522.48
problem1_coordinated,70,2025-07-14 17:15:00,1,717.2,507.942
problem1_coordinated,71,2025-07-14 17:30:00,1,683.2,189.588
problem1_coordinated,72,2025-07-14 17:45:00,1,663.2,180.674
problem1_coordinated,73,2025-07-14 18:00:00,1,635.2,461.098
problem1_coordinated,74,2025-07-14 18:15:00,1,626.0,442.576
problem1_coordinated,75,2025-07-14 18:30:00,1,620.8,177.48000000000002
problem1_coordinated,76,2025-07-14 18:45:00,1,596.5,126.006
problem1_coordinated,77,2025-07-14 19:00:00,1,586.3,408.974
problem1_coordinated,78,2025-07-14 19:15:00,1,569.8,406.67600000000004
problem1_coordinated,79,2025-07-14 19:30:00,1,564.2,394.06
problem1_coordinated,80,2025-07-14 19:45:00,1,538.9,389.116
problem1_coordinated,81,2025-07-14 20:00:00,1,500.3,382.698
problem1_coordinated,82,2025-07-14 20:15:00,1,488.4,378.8
problem1_coordinated,83,2025-07-14 20:30:00,1,483.5,378.276
problem1_coordinated,84,2025-07-14 20:45:00,1,476.5,376.622
problem1_coordinated,85,2025-07-14 21:00:00,0,463.8,74.536
problem1_coordinated,86,2025-07-14 21:15:00,0,458.4,73.78200000000001
problem1_coordinated,87,2025-07-14 21:30:00,0,441.4,71.32
problem1_coordinated,88,2025-07-14 21:45:00,0,449.2,72.84
problem1_coordinated,89,2025-07-14 22:00:00,0,432.9,69.876
problem1_coordinated,90,2025-07-14 22:15:00,0,426.2,68.39999999999999
problem1_coordinated,91,2025-07-14 22:30:00,0,431.6,70.25999999999999
problem1_coordinated,92,2025-07-14 22:45:00,0,419.8,67.4
problem1_coordinated,93,2025-07-14 23:00:00,0,411.7,66.042
problem1_coordinated,94,2025-07-14 23:15:00,0,425.2,67.164
problem1_coordinated,95,2025-07-14 23:30:00,0,417.5,65.64
problem1_coordinated,96,2025-07-14 23:45:00,0,390.4,63.14399999999999
problem1_coordinated,97,2025-07-15 00:00:00,0,383.8,0.0
problem1_coordinated,98,2025-07-15 00:15:00,0,371.7,0.0
problem1_coordinated,99,2025-07-15 00:30:00,0,386.8,0.0
problem1_coordinated,100,2025-07-15 00:45:00,0,383.6,0.0
